word,frequency
thânnghe,1
hạnnghỉ,1
từngàn,1
đúngngày,1
rồivừa,1
rảnhhơi,1
taocho,1
màycũng,1
láthả,1
mìnhthôi,1
thôicòn,1
chútđi,1
kháhơn,1
nghĩmày,1
ngũtạng,1
màysao,1
hiệnmình,1
màmất,1
nóimơ,1
Taotrù,1
chọnlựa,1
chothoải,1
đềchạy,1
sốngchúng,1
ngóthấy,1
tiệcvẫn,1
phéplà,1
nóirành,1
việcthật,1
việcphải,1
mãitới,1
đợichờ,1
đóngdấu,1
đồrồi,1
khuyênnhủ,1
làđiều,1
lúcra,1
nhưtôi,1
thườngtôi,1
liềnkhoan,1
đónlần,1
sớmđể,1
nghỉviệc,1
DiễmDiễm,1
caonăng,1
vẫncảm,1
khiêmtốn,1
kémngười,1
mắtthẩm,1
nhìnthì,1
còntự,1
tôimà,1
khôngvới,1
muộncũng,1
cóđợt,1
lúcmang,1
Cháugái,1
trònmắt,1
bệnhnặng,1
khócchuột,1
tỷtỷ,1
tôimột,1
bàirồi,1
vàmấy,1
từngbước,1
thuốcđấy,1
tôitiếc,1
tôithả,1
buồnquá,1
taytrên,1
emăn,1
phảixong,1
bênđều,1
ngàynhận,1
báođó,1
mệtkhông,1
gọinhỏ,1
làmkhông,1
việchầu,1
màNgười,1
thứgây,1
saolồng,1
mộtlớp,1
cónhà,1
TócVàng,1
tạiđó,1
nởxuống,1
đâyđi,1
tiếngnào,1
thẳngra,1
đầugắp,1
bầmgiải,1
cảnói,1
đêmqua,1
tôimới,1
tmặt,1
nuốtmạnh,1
Ănđi,1
lạiăn,1
đóloang,1
mấyphút,1
quađường,1
thếem,1
tínhcho,1
hòcũng,1
tanlàm,1
vãthế,1
bảoanh,1
hơntiếng,1
bậntâm,1
nóicoi,1
coiphim,1
củatổng,1
nhưđánh,1
làem,1
bắtgặp,1
bọnem,1
đâyhai,1
sựlà,1
tôibằng,1
lênphòng,1
manglên,1
muốnnghe,1
ngờđứng,1
nhưtay,1
thuộckiêu,1
dámnghĩ,1
tâmnhưng,1
đứngngoài,1
đượcước,1
nãyngã,1
giảnhư,1
cònthản,1
Saokhóc,1
vàngrực,1
nghinhìn,1
chưabán,1
khôngche,1
cảithịt,1
nămnào,1
làmmấy,1
đũacủa,1
nồilẩu,1
chonó,1
mộtảo,1
cóbóng,1
thủbóng,1
béthanh,1
chútngây,1
tôiươn,1
hệthôm,1
thấychẳng,1
từngkể,1
trongkhu,1
baở,1
rãiđẩy,1
Emở,1
vìmuốn,1
càngchặt,1
nhìnbên,1
TôÁ,1
ấylên,1
cầnđâu,1
đitrở,1
coithường,1
quảmâm,1
hơicay,1
bụngđói,1
nóithẳng,1
đómỗi,1
Nhưngtới,1
tốtthôi,1
mớikhi,1
tvào,1
lịchtrong,1
chỗnghỉ,1
mấynơi,1
kinhđiển,1
emtheo,1
cứdẹp,1
mấtsức,1
vânglời,1
dànhnhường,1
tôigượng,1
vàothang,1
lẻnchạy,1
thêmquần,1
bấtchấp,1
nghè,1
tiềnmang,1
lênxe,1
rõlà,1
chảdám,1
nữtrên,1
theothói,1
tôivô,1
tớilời,1
thứđã,1
ngủin,1
bằngt,1
hơnbốn,1
quáhoàn,1
mệtchảy,1
cũngđông,1
vịtcủa,1
chờở,1
cáiáo,1
taythật,1
vớilông,1
nướcn,1
tarút,1
vẫncố,1
hơigượng,1
chơiThái,1
áon,1
htừ,1
vềhẳn,1
giú,1
TiếngAnh,1
nghekhông,1
hụtchân,1
chừngđược,1
xuốngven,1
Sasori,1
nhưngcháu,1
chảthích,1
đủtiêu,1
cậuta,1
cátđó,1
lựcân,1
tómđược,1
thìai,1
sẽphóng,1
Cửakhóa,1
rồiđể,1
hốhại,1
lầmbước,1
phậnnhư,1
dướiđáy,1
thảmđiện,1
đềuquen,1
rồihờ,1
luyếntiếc,1
chếnhạo,1
nàytôi,1
quyvề,1
thếmột,1
miệngchào,1
từphía,1
hắnnói,1
vảlắm,1
mũinhư,1
từngngón,1
cầnmình,1
tôivẫn,1
thôilà,1
phátđiên,1
làlẽ,1
sángđường,1
thểcăng,1
cầnmột,1
nhiệttình,1
đangđan,1
đờihắn,1
phachút,1
aocả,1
cáinày,1
Nhẽ,1
rayrứt,1
đấtbằng,1
thấuqua,1
phắtlên,1
đèlên,1
vượtlên,1
mauhơn,1
emxuống,1
Thậtlà,1
tháidương,1
cáithú,1
đểngười,1
bébiết,1
đãvượt,1
lãngquên,1
phóngth,1
lấykhuôn,1
thẳmnhư,1
hvừa,1
chỗcạnh,1
rấtchói,1
hoặclo,1
loathông,1
hưởngđược,1
hcũng,1
ởMỹ,1
thấyhoảng,1
thểgạt,1
trơmắt,1
chờem,1
Nhưngnếu,1
làcảm,1
hvẫn,1
rộnglượng,1
tayấm,1
cạnhbên,1
lưuniệm,1
vềhả,1
quảhạch,1
củaTống,1
hắntịch,1
lườmbằng,1
lưỡnglự,1
đồngcủa,1
lẽngay,1
tiểuhồ,1
đichỉnh,1
thuậtchỉnh,1
đủngđỉnh,1
cháuthất,1
mấyhôm,1
suấtnữa,1
hthường,1
vàbăng,1
cháysáng,1
saocòn,1
sángcủa,1
chỉừng,1
giậtmấy,1
hếtnhoi,1
thịtrong,1
đượcghen,1
giữaphòng,1
hìnhmột,1
chỉấn,1
Hìnhảnhtrên,1
làbản,1
giờnhìn,1
cũngnghĩ,1
tôicả,1
làlời,1
cạnhtôi,1
Ké,1
ranụ,1
hel,1
đangmở,1
trốnviệc,1
giữlấy,1
cũngchua,1
mởbệnh,1
lườmcho,1
ngồighế,1
tườngthuật,1
bỗngn,1
ngờtôi,1
Chuẩnbị,1
thổnthức,1
côngth,1
cònbảo,1
Ừừmừm,1
cứừừm,1
bựcmình,1
Cáilão,1
ngoách,1
Ngũhành,1
tạngphải,1
trờitổn,1
mangth,1
ănquá,1
đĩacơm,1
hìnhnhữ,1
chỉkhông,1
rấtchoáng,1
chờcháu,1
mưuuy,1
càngth,1
emhiểu,1
trongth,1
khổnhìn,1
nhẹmột,1
nhănnơi,1
thuphục,1
đềphòng,1
lấytúi,1
đãnhếch,1
mỹở,1
talạc,1
raạ,1
Bỏđi,1
Nhậpvai,1
củaTóc,1
lươngtâm,1
dởcông,1
cốnài,1
Tuyếtxách,1
phảibình,1
quầnthẳng,1
đấtđi,1
hiệnvẻ,1
tớigần,1
rồigiật,1
nữavề,1
cườikhổ,1
cónghề,1
trongquầy,1
nuộtnà,1
màcái,1
nhungđỏ,1
thìTống,1
taytới,1
lòngđang,1
saoem,1
emđang,1
grộng,1
hhơn,1
thanhtoán,1
cáiđược,1
mắtđã,1
nhìnhắn,1
cáiđó,1
kháchkhí,1
kếtk,1
tâmgắp,1
ănbỏ,1
thếcũng,1
lénnhìn,1
đườngtrong,1
chỗấy,1
voix,1
xửlý,1
tạpchí,1
sáchcủa,1
bướcđầu,1
vànggật,1
TửQuan,1
rẩyCam,1
Lộnhư,1
tôirơm,1
vìtương,1
thếà,1
haiquả,1
thịnhhành,1
tỉnhđược,1
chobố,1
lầnnào,1
uốngn,1
dàinhư,1
cònchiều,1
Cânnặng,1
cứthích,1
tậpnói,1
đùalại,1
chungcư,1
sưnghúp,1
tớiphát,1
tatuy,1
giỏigiang,1
tôithấy,1
đếntên,1
cườithân,1
lạisống,1
đượctính,1
tấclưỡi,1
đầuăn,1
sáchlược,1
nhỡchẳng,1
khóthực,1
Cònlại,1
hộithôi,1
hthật,1
cũcủa,1
hoànmỹ,1
sángbừng,1
thểmơước,1
chóikhiến,1
tựthấy,1
bộcông,1
bấthạnh,1
Nhưngkhí,1
đểtôi,1
chỉkhẽ,1
Thừadịp,1
chịgái,1
hơngấp,1
lấyđoạt,1
Ngườiđó,1
vàobăng,1
nguyệnvọng,1
lớpchính,1
achẳng,1
xuốngđược,1
gos,1
sip,1
trắngcài,1
Đưaanh,1
thuộcphía,1
mặtcòn,1
taytrái,1
vứtxuống,1
nàythích,1
khôngth,1
chưalúc,1
chânđều,1
đãisang,1
rưngrưng,1
hbài,1
xáchra,1
ĐạoM,1
taytừ,1
sángtrắng,1
khayđi,1
ănngấu,1
Đừngquên,1
bụngmẹ,1
khônglật,1
nhópn,1
hắnlà,1
giờcòn,1
đâyà,1
guốctrong,1
haiông,1
nóinãy,1
thôtạp,1
haimẹ,1
khôngthẳng,1
chàotrinh,1
mắtsáng,1
vẫyvẫy,1
vôthần,1
bệnhnan,1
đãquy,1
chằmvào,1
Tớilúc,1
màpho,1
vạnbước,1
khôngcười,1
bachuyện,1
trúngngười,1
cầmmic,1
bánhết,1
Oba,1
phẩmchống,1
lẽngười,1
tớiđược,1
vẻthôi,1
chútmới,1
đừngtính,1
đimở,1
cửađều,1
đôngcứng,1
tôicúi,1
nhưchưa,1
liếcn,1
lạin,1
hổnhìn,1
Saobỗng,1
củaQuỳnh,1
kẻthứ,1
nhắcnhở,1
hỏitôi,1
ngườinhỏ,1
hẹphòi,1
kịptrưng,1
hắnnhếch,1
phongchèn,1
điểntrong,1
đưacon,1
mẹphát,1
hừmột,1
vàosẽ,1
cửađến,1
rachém,1
sựgây,1
cholà,1
cửan,1
chỉtrỏ,1
gõđến,1
lúcxuống,1
xáomạt,1
cảmthán,1
mộttrước,1
cùngđi,1
hắnvẫn,1
Cảđời,1
chúđội,1
chạyqua,1
chạyn,1
ấyạ,1
điệuchất,1
taon,1
nghehắn,1
nữaTriển,1
Dươngnữa,1
nic,1
làcông,1
thấyphát,1
nêncũng,1
ngừngth,1
mớicủa,1
vềnước,1
nhaukhóc,1
tôilàm,1
đượcvị,1
suốin,1
guồn,1
đượctrái,1
hắnnhưng,1
aibị,1
Lộra,1
cũngthảm,1
khódằn,1
ngườicác,1
cùngn,1
sứctưởng,1
TriểnLộ,1
giọnghỏi,1
thậttươi,1
tỷkhông,1
vẫncười,1
đikhỏi,1
trướcmà,1
nàybỗng,1
Chẳngai,1
ởem,1
toánlấy,1
tộicho,1
hứngthì,1
tựthương,1
sẽchạy,1
tưởngvới,1
phảithấp,1
tưởnganh,1
vuianh,1
rấtlâu,1
lạimở,1
thìhắn,1
yêuthì,1
hcòn,1
tôithông,1
vọngở,1
dungnữa,1
hắncứ,1
Nhưngcuối,1
hắnlàm,1
tứcđược,1
từấy,1
htrước,1
mặtđó,1
chíkhí,1
túngkhó,1
phảitức,1
rồihàng,1
chúcmừng,1
đồchết,1
nhẫncủa,1
bánthịt,1
độngtới,1
trờiđã,1
đãra,1
tớichào,1
hoagì,1
hắnhơi,1
tớihoa,1
sướngnhận,1
saymê,1
chạykhắp,1
đầunghi,1
hchọn,1
bướmlà,1
ôngcháu,1
Đừnglàm,1
ye,1
thếcủa,1
màviết,1
đểnhớ,1
câubuồn,1
ngàymột,1
từsét,1
đáplại,1
nhìnTống,1
làxếp,1
diệnbuông,1
phimnước,1
ầmvang,1
bắtmáy,1
vàon,1
cứmắt,1
đúngphương,1
sớmcũng,1
lạivang,1
mớingủ,1
lờđờ,1
tắtđiện,1
Nửatiếng,1
hcho,1
xoaxoa,1
cuộcgọi,1
làtrừng,1
cứngẩng,1
ngủcòn,1
lênđứng,1
ankhổ,1
phựttới,1
toànx,1
thếmà,1
mộtthằng,1
Tôiđang,1
xoakhen,1
nềncho,1
đượcmắt,1
rểẵm,1
ômvào,1
kìmđược,1
cũngngượng,1
ảnhchụp,1
ítra,1
bènthảy,1
Chuyệnlúc,1
mớigặp,1
thếsao,1
đicông,1
biếttiết,1
phảinhếch,1
kíchn,1
ngườitận,1
tớinửa,1
dổi,1
chúạ,1
lạiTống,1
htrí,1
chícảnh,1
đườngcái,1
phơinắng,1
đượcbưng,1
trừđôi,1
vítiền,1
gáin,1
nóirồi,1
chịmở,1
nghẹnchết,1
Lạctrắng,1
cơmà,1
đờiquá,1
mộtchín,1
hấthàm,1
ahả,1
rồin,1
namkhông,1
đượcnghĩ,1
đầuvô,1
trờihãy,1
mưato,1
áoướt,1
mộtcây,1
mànmưa,1
grực,1
khilên,1
mỏiấn,1
tiếpđó,1
hbạn,1
quânđịch,1
bàitrừ,1
mặcnghiêm,1
chỉở,1
nhàngtừ,1
hhắn,1
miệngmẹ,1
màTống,1
tanhội,1
vàos,1
Tôicầm,1
bốmẹ,1
Ngônđồng,1
hắnđáp,1
độcảm,1
vềmình,1
saothì,1
đấtluôn,1
sạnmất,1
tiễnkhách,1
Cháucòn,1
lênhết,1
Sé,1
thườngvẫn,1
đừnglãng,1
vàodọn,1
hơnchục,1
tungvà,1
chosướng,1
hais,1
lưngtôi,1
chỉhơn,1
xêmxêm,1
Quáquá,1
mẹlần,1
nênchúc,1
ầmầm,1
ngườitrung,1
nênkhen,1
lúcấy,1
nghĩchia,1
sợchết,1
thểbán,1
kéoáo,1
thếđược,1
củamẹ,1
xingã,1
haylà,1
đợicủa,1
độngchuyển,1
ranổi,1
hướngnắng,1
lạilần,1
hiểmcủa,1
tungđã,1
chuyệncông,1
nàosáng,1
phíacổng,1
ngườitrong,1
gặphết,1
địnhtrói,1
đỏở,1
thấmthía,1
tôichạy,1
bỏquên,1
kiếpphải,1
cầmdấu,1
mặtmày,1
condấu,1
luậtbảo,1
cànggần,1
chếttôi,1
trẻquá,1
nayăn,1
nhụclắm,1
đỏbán,1
vợngười,1
TốngTử,1
khỏin,1
lămphút,1
tựkhác,1
phảilén,1
ăntừng,1
cũđáp,1
đôiđũa,1
htĩnh,1
vàTần,1
chấptất,1
háithảo,1
kháchmời,1
cảđứa,1
lơđương,1
clebin,1
hchóng,1
cle,1
cũngchụp,1
xưagiờ,1
sựấm,1
htể,1
PHM,1
PTM,1
cửnhân,1
vìnăm,1
ràobên,1
đềuhăng,1
kýtúc,1
ởcổng,1
làvắng,1
màbỗng,1
phonghoán,1
thiếuviệc,1
Nhưlời,1
thịphi,1
hảiâu,1
mẹnuôi,1
Tốngn,1
phảit,1
mangđược,1
đãdâng,1
mắtthỏ,1
chỗtôi,1
nócũng,1
màbuồn,1
xacũng,1
chưabiết,1
trướclinh,1
càngn,1
Chặtnhư,1
giữanăm,1
làcòn,1
củamọi,1
chủtương,1
cảngàn,1
tôinghiến,1
đôigiày,1
khôngổn,1
nhảyn,1
chúcủa,1
quálãng,1
caobảy,1
rấttráng,1
tốtbụng,1
mơước,1
đôichút,1
aithèm,1
liếcchiếc,1
cũngn,1
côcần,1
iê,1
thịở,1
làquy,1
mỗitháng,1
ănchuyển,1
khayngồi,1
ănhết,1
muốnngừng,1
rơitrên,1
htrăng,1
tặngđó,1
nhưtự,1
cũngchậm,1
nỗithương,1
tơn,1
ruộtvào,1
lùngcủa,1
tụcsửa,1
tiếngthở,1
cáichăn,1
tuầntrôi,1
atrong,1
trangtrí,1
giậncả,1
anhắn,1
nhữngcô,1
họchơi,1
sựvung,1
tôirơi,1
cóvới,1
máin,1
chỉlễ,1
coicùng,1
tiếpvới,1
ngườitoát,1
sớmhôm,1
ngồixếp,1
thèmn,1
tayhắn,1
nếmlại,1
đườngchỉ,1
khôngvề,1
nhờanh,1
cọnglông,1
ápbức,1
ruộtthừa,1
iđang,1
mẹquyết,1
đâurồi,1
htrong,1
đượcdòng,1
nhàngthủ,1
Khôngạ,1
conạ,1
lònglẫn,1
đũađược,1
chỉmột,1
cườirất,1
HồNam,1
mắttrầm,1
thuvề,1
dẫncứ,1
rấtchậm,1
đượclạnh,1
Vừanghĩ,1
đấmđá,1
cơmcủa,1
dámn,1
ớttrong,1
tránnhư,1
tíchkỹ,1
giậndỗi,1
phắtdậy,1
sựbực,1
vàobẫy,1
mẹgià,1
emthực,1
tựanh,1
hắncũng,1
goan,1
baà,1
Anhđừng,1
anhở,1
đểcậu,1
TH,1
Tháy,1
cmả,1
đầuu,1
nọng,1
Hais,1
TLV,1
TLH,1
PVT,1
cứuđược,1
gàmẹ,1
thẳnglên,1
đãlúc,1
phongtrong,1
vọngcuối,1
dânkỳ,1
thểcho,1
tuyếtnữa,1
anhđể,1
lấycậu,1
hủnữ,1
racứ,1
Nóicách,1
phonglưu,1
tiếplà,1
củalãnh,1
đồngrồi,1
cònnhấp,1
hthì,1
Conđang,1
Gone,1
wind,1
dịchsang,1
họcnăm,1
tìmviệc,1
tôigọi,1
giờcủa,1
đượcviệc,1
phảicứ,1
màmày,1
dâymạng,1
mộtbàn,1
bađồng,1
hbình,1
hyêu,1
quendựa,1
việclàm,1
nhàvệ,1
tựthưởng,1
tốtđẹp,1
nênnhững,1
khiếnbản,1
lạitrừng,1
tôilà,1
mộtphần,1
rằngvẫn,1
chúlái,1
sangtrách,1
cuộccách,1
chưađánh,1
nướchơi,1
tuyrất,1
mộtnghìn,1
tớilượt,1
thiếnTống,1
tôinhư,1
lạiliếc,1
bàmẹ,1
xátrường,1
ởmấy,1
tanhấyhình,1
chỗở,1
giườngchiếu,1
màyởbên,1
Cóviệc,1
màyvề,1
taocó,1
vòngtròn,1
sựchèn,1
tớiga,1
cườinhưng,1
cứthử,1
tathực,1
đứngn,1
họmột,1
qusa,1
Tee,1
suju,1
iphon,1
hawoai,1
Sươ,1
băngzôn,1
GATÔ,1
gra,1
Okê,1
Phặc,1
xug,1
HuHu,1
XU,1
KTer,1
Dộng,1
List,1
Buýt,1
ClB,1
CƯờng,1
HUHU,1
Thiéu,1
hAh,1
tôh,1
Ưrr,1
ưrr,1
Ashh,1
YAHOO,1
khãy,1
tore,1
Fer,1
rag,1
Sofitel,1
Chiffon,1
Cavans,1
Shiraz,1
ngoc,1
bsi,1
Dip,1
KUSO,1
xội,1
TGĐ,1
Shon,1
Anw,1
direct,1
message,1
Simmons,1
địp,1
aww,1
relax,1
Shhh,1
OUT,1
mooic,1
dipM,1
Naked,1
honest,1
guys,1
gat,1
Nhỏm,1
seriously,1
writing,1
Papi,1
ngắng,1
sfx,1
Carrera,1
meine,1
Liebe,1
Deutschland,1
Tấp,1
tôihứa,1
tôiđưa,1
dùngkhăn,1
nướcmũi,1
hoatrong,1
đượccông,1
theotôi,1
máycày,1
Thiênkết,1
nửacentimet,1
nhóilên,1
tôinhìn,1
huốngnày,1
ngờanh,1
thếđối,1
đangthôi,1
cảcon,1
đểtìm,1
nhàthím,1
đóntôi,1
Hàrồi,1
tôicô,1
tiếngAnh,1
GiọngXuân,1
bạccũng,1
mộtlà,1
vừalau,1
làChương,1
ratrào,1
Noriko,1
sốnglang,1
nhưtiếp,1
dùngtrà,1
sựrời,1
mứcchỉ,1
giữtrong,1
thìsớm,1
màThẩm,1
ngườilang,1
bạnyêu,1
sựsi,1
khẽngẩng,1
phảitrải,1
trốncậu,1
kimphong,1
sổnói,1
mắttuôn,1
luônđuổi,1
đangđuổi,1
Hảiđón,1
dướimặt,1
mộtlướt,1
lâunữa,1
rấtlong,1
Thiêncầm,1
hếtcả,1
cònXuân,1
Vali,1
sitình,1
đểlấy,1
takết,1
núiHương,1
hòathuận,1
nhànglắc,1
quátrình,1
chàngcon,1
cáicậu,1
lànhvết,1
lạicông,1
đổimôi,1
tìnhđón,1
quyếtkhông,1
bạnlấy,1
khổđi,1
tôitrang,1
Uốngnước,1
hơitôi,1
ghếcon,1
traiđứng,1
tôidấy,1
màncho,1
mẹchuẩn,1
hônlễ,1
kẻngốc,1
ởVi,1
HoàngSơn,1
cũngđứng,1
đãkhóc,1
cònanh,1
ngắmnhìn,1
tươiđẹp,1
độcdiễn,1
thểđóng,1
yêuđẹp,1
bỏvai,1
đấymới,1
mắcnghiện,1
cảkiểu,1
thựcra,1
chặtáo,1
lúcđầu,1
thườngrất,1
biếtnấu,1
chặtmiếng,1
muốiđược,1
saladrau,1
choXuân,1
ôngtrưởng,1
lênbàn,1
LaiThuận,1
ởHilton,1
Châuthì,1
mónThái,1
Kempinski,1
ănMoscow,1
lẽáp,1
tếđường,1
mìnhnghĩ,1
cóthai,1
biểntan,1
việckhó,1
biếttất,1
nhậngiấy,1
nóitạm,1
Mấytiếng,1
tôinắm,1
đikhắp,1
tôithậm,1
bịnrịn,1
hươngbạc,1
đếnquá,1
phútcuối,1
trướcThiên,1
nỗinhớ,1
đểlỡ,1
cóanh,1
đàngấm,1
ngườiMãn,1
anhchắc,1
Yêuanh,1
vàovai,1
nhưthật,1
dùem,1
nghiêngthành,1
trênthư,1
gianyêu,1
cónước,1
khănbiết,1
đầutối,1
libiệt,1
Tôiđồng,1
Tuầntrăng,1
Lạibỏ,1
đểyêu,1
mìnhtôi,1
mộtđóa,1
bàấy,1
mẹcho,1
gianchăm,1
cửara,1
đứanghịch,1
nhómđó,1
trênrồi,1
KhiLong,1
côngừng,1
nàycái,1
chỉdám,1
bứchại,1
dùgiọng,1
tậntai,1
disản,1
khuyênkhông,1
vẻkhông,1
tiềnthưởng,1
lyto,1
việcthấy,1
lầnnhìn,1
chắcsẽ,1
đếnnay,1
càngnhiều,1
sẽmang,1
xegiúp,1
chocùng,1
nhưmẹ,1
cáchliên,1
tiêntrở,1
KịchThúy,1
mangvề,1
khoáccó,1
tiênnhìn,1
côvào,1
kháchvà,1
nghĩsẽ,1
vứtđầy,1
lýrằng,1
naychị,1
mớihút,1
tỉnhnửa,1
ngừngtay,1
thànhtừng,1
nướcgiặt,1
xongnhững,1
nhiêngiữ,1
trênchăn,1
nhưngtay,1
haimá,1
khôngrõ,1
lạnhquá,1
nhaulà,1
rộntrước,1
đómở,1
sổbên,1
nhìnnghiêng,1
nấuăn,1
thángngày,1
mặtkinh,1
ảmđạm,1
sứviền,1
dứngdưng,1
ràngnhắc,1
đượcchăm,1
vừanhét,1
đếncô,1
áokhông,1
chậuquần,1
Thanhlấy,1
hồirồi,1
ngàyxưa,1
thoángnhớ,1
bóngQuan,1
đúngà,1
nhỏđủ,1
Chịđịnh,1
linhtinh,1
chịvứt,1
ngồibên,1
thậthả,1
chiềuem,1
ranhỉ,1
Thanhquả,1
quaphải,1
cứrẽ,1
giaothông,1
cướplấy,1
baLong,1
lừaem,1
đườngxá,1
lắclư,1
Conlà,1
dângià,1
Thanhnhà,1
hỉhả,1
quayvào,1
gạchmen,1
làkhoảng,1
đỏtươi,1
xanhtươi,1
tuổiđời,1
từngtán,1
nhữngcành,1
rơikhông,1
mẹLong,1
tâmnày,1
vừakêu,1
nỗiquên,1
nơivậy,1
phảicon,1
Chếtgiẫm,1
đánhcho,1
huơroi,1
Banăm,1
chakhông,1
màmấy,1
Thanhra,1
nhàgọi,1
ôngmới,1
tốimới,1
cũngsắp,1
trườngsuốt,1
nhánhsuôn,1
hỏigì,1
xáchđồ,1
xáchthùng,1
chịlần,1
chịbiết,1
lầnchị,1
Lụckhông,1
lúcmới,1
họvào,1
ănnho,1
mìnhphát,1
lớnthì,1
cặplong,1
tổong,1
lâuphun,1
cỡtuổi,1
Thanhlại,1
hoạtđộng,1
chovào,1
đầulạnh,1
chắcthành,1
hiệnngay,1
conbất,1
củaVịnh,1
hệchẳng,1
đầuthan,1
kỳngười,1
ởlân,1
Nhữngcông,1
sânvườn,1
quimô,1
giốnghoa,1
nhucầu,1
đónon,1
trồnghoa,1
thànhđịa,1
đưabao,1
nhânlàm,1
câyngân,1
danhìn,1
tyquan,1
giảitỏa,1
đàocây,1
dọnđồ,1
thấysợ,1
starbucks,1
cảmtạ,1
mạnhvào,1
độngnão,1
cậuđứng,1
mìnhgiải,1
tấmảnh,1
lạitấm,1
mộtchàng,1
mắtđó,1
nếuem,1
Uicha,1
nhẩmtrong,1
đọcsách,1
tácphẩm,1
lênchứng,1
thấychữ,1
thểnghe,1
tựgiới,1
nghĩhiện,1
tànphai,1
bụngtiểu,1
giốnghệt,1
cóchức,1
làquên,1
trướcnhà,1
còncây,1
Làmsao,1
Phảimột,1
xoàitrên,1
ởstarbucks,1
Tịchcòn,1
cáithìa,1
tắctìm,1
hàohứng,1
làQuan,1
Cônhăn,1
đềucảm,1
ngườitrao,1
dậytrong,1
tronghồi,1
tựkhuyên,1
làphong,1
gianliên,1
gửixuống,1
thônLong,1
tychọn,1
vẫnbị,1
củacông,1
giàlướt,1
nêndùng,1
phảithường,1
hãytrút,1
Tịchmột,1
tộigì,1
Suyđi,1
thuậtgặp,1
Hồliên,1
Congấu,1
Thanhủy,1
Thamgia,1
liênlạc,1
bĩumôi,1
tiểuyêu,1
nhữngmầm,1
ngấttrời,1
lĩnhhội,1
tổngrất,1
ởbàn,1
mặtngây,1
méoxẹo,1
ởbuổi,1
thườngxuân,1
đâytheo,1
cảmiếng,1
Thằngbé,1
âuphục,1
tốttrong,1
khátcủa,1
vỗvỗ,1
ởbữa,1
vớiâm,1
cỏnon,1
cổhọng,1
nuốtvào,1
cammới,1
quáthê,1
ýtứ,1
làmcơ,1
ômbụng,1
Thanhchẳng,1
ồlên,1
lạicầm,1
hỏiđến,1
BànTính,1
việccô,1
sẽđược,1
nhờngười,1
sóchộ,1
chơimới,1
thơbình,1
Côngtử,1
lýmới,1
nhưem,1
lớpphấn,1
Hồinhỏ,1
phạmnhân,1
bãcả,1
Trướctiên,1
hạnhcuối,1
thểviết,1
lêntường,1
hộpphấn,1
phủlên,1
sauchiếc,1
mìnhđang,1
thếdựa,1
hếtnước,1
gấmmàu,1
cháucó,1
haiđôi,1
nhưcước,1
trâmbằng,1
màuđược,1
ghếnhỏ,1
đứngphía,1
vừanhớ,1
runđứng,1
bàsao,1
nữacũng,1
vàotrái,1
xuatay,1
bêncầm,1
Nàonào,1
đâynói,1
Trầnđành,1
giữdáng,1
bằngđá,1
ngườixem,1
ghếbằng,1
vừasờ,1
Đẹpquá,1
sínhlễ,1
đầuđội,1
chôncả,1
đótóc,1
khôhéo,1
lầnnhắc,1
củaDiêm,1
ởcác,1
VongXuyên,1
dướisông,1
sàngcắn,1
quaVong,1
chuyệnkiếp,1
củakiếp,1
mưaphùn,1
triềnmiên,1
trộmbà,1
ôngCát,1
chiềunặng,1
đãtồn,1
gốccây,1
bàđỡ,1
nhớmãi,1
giờchị,1
Thanhgiằng,1
củacon,1
BaLong,1
chưahề,1
Longtừ,1
ngânhạnh,1
đãthuật,1
cảnđược,1
cậunhìn,1
ngắtđiện,1
chánnản,1
cũngngẩng,1
lêncây,1
hômsau,1
chẳngthấy,1
mấttích,1
rĩnhư,1
đểnó,1
vềtrường,1
đểđón,1
saunhà,1
đồdùng,1
kiệtxuất,1
thànhlập,1
cănnhà,1
sóccha,1
ngồidưới,1
cũngtự,1
concái,1
họTriệu,1
nhàđợi,1
thếđến,1
thônvào,1
vừaxách,1
làTriệu,1
nãyxuống,1
đãquay,1
hiệnnhững,1
côngồi,1
traitrẻ,1
khỏicổng,1
lùngliếc,1
chịmuốn,1
chạyngang,1
mộtkhuôn,1
mặtcó,1
đangvội,1
xechạy,1
phánchiếu,1
lăntăn,1
lâukhông,1
sángsủa,1
nhờcô,1
lạixảy,1
Mấyviệc,1
Từtôi,1
điênnhư,1
trongchốc,1
Côlồm,1
vàotâm,1
dầnhiện,1
đicâu,1
kìanghe,1
thậthoàn,1
phảiTriệu,1
tiênthôn,1
cặpsinh,1
LưuKiều,1
phânbiệt,1
cóLong,1
thểphân,1
chỉđến,1
NgônThuyết,1
thựcphẩm,1
rỡtrong,1
mấycuộc,1
nênbị,1
cáinỗi,1
đợiqua,1
gươngchải,1
tìnhhay,1
nhàđánh,1
mớihai,1
bachân,1
chokẹo,1
mắngmỏ,1
đóLong,1
cậunữa,1
lạigặp,1
khingắt,1
chuôngđiện,1
nàyđối,1
nhưlời,1
đãchứng,1
sốmột,1
cònmọi,1
hỏivới,1
ôngtiếp,1
ngàyhay,1
khôngthật,1
nhữnganh,1
Thanhthật,1
cứđâm,1
lạcquan,1
ngủtiếp,1
bịxuống,1
mànhình,1
ngắtquãng,1
đứngnhìn,1
đanggọi,1
thờithề,1
vẻrất,1
thoạibên,1
nhíchkhông,1
hộcho,1
quánbar,1
Kakkoi,1
cáchđiệu,1
